source_id,accepted_features,rejected_records
us-census-tiger-2025-roads-09110,20530,892
us-census-tiger-2025-roads-09120,6299,104
us-census-tiger-2025-roads-09130,6425,1001
us-census-tiger-2025-roads-09140,10237,463
us-census-tiger-2025-roads-09150,3675,1093
us-census-tiger-2025-roads-09160,5684,1399
us-census-tiger-2025-roads-09170,11183,466
us-census-tiger-2025-roads-09180,8529,1056
us-census-tiger-2025-roads-09190,15271,536
