# source_sha256=bb2bbff8be3d637b38ed5d06277856c15f41ea262614edf974be8f4b96fdc791
identifier	owner_grid	duplicate_grid
78D15B97-2573-4436-AC37-B401CA4B76D1	SJ	SO
78D3EDB5-7FFC-4AE9-8486-76CDA90C7366	ST	SU
78D42848-8B4B-4312-A64D-2D67A398A2F4	SE	TA
78DE5C5C-329B-4ECD-A786-71A2E7EA3D75	NJ	NK
78E40F99-D171-409F-B850-3125C7D50A08	SS	ST
78F27DEF-5596-4460-AA3A-7FD50061228E	SS	ST
78F39083-1B01-4225-B96D-8D4D3D8189F7	NZ	SE
791C22EB-CACD-460B-BD42-EE2A7B6780BC	TL	TM
79210F27-3971-42A8-9C68-CA28316ECA7F	TA	TF
79274995-6948-4B9E-9262-733AF27B40D4	SK	SP
7939EF6E-E4EF-4E7F-975E-0849FAF04808	NZ	SE
7969A076-DD5A-42FB-81A4-8BB1172A5F71	TL	TQ
796EAE71-6A2C-4338-B75D-BCFA1EE06CAA	SU	SZ
79728337-0E94-4EC2-BA54-27151BC28929	SD	SE
7978C0BB-6EC3-43D7-809B-85E6C6A7824D	SH	SJ
797DD07A-D0F0-4BE5-8A11-42FF13E1E804	NT	NU
79818F59-919C-40A4-B076-0F47D73180A3	SO	SP
7981BE6C-E54E-494F-BDB3-8805A89B2337	TQ	TR
7982F65E-F484-43B2-88AD-4F94872031DD	SO	ST
799C38AA-049F-43F6-9EBD-29367B45E8A3	NY	NZ
79A66EBF-ACAE-4897-8BEF-A861E57124E1	SP	TL
79A8D04E-3F6C-4FA3-B3BB-1E28E7CC8BE1	NX	NY
79AF016B-A999-41D9-A832-CB8939A8025C	NY	SD
79B9A2A1-785D-4554-B68F-7FF1E54DC6B4	NT	NY
79CCF1F9-0BC1-4D41-B96A-E1E562356803	SO	ST
79D2EB02-85A2-45A9-BA96-2DE84C6D9A66	SK	SP
79D5CED9-CA90-4B34-BFEC-63F7AE2350AD	NS	NX
79D6E386-4BE1-4562-B5F2-B950ECE52323	NY	NZ
79DD0952-0794-461B-AB2C-D16104E8DE7B	SU	SZ
79E9E73B-3944-4462-B559-47E61E389A73	ST	SU
79EA35E0-2F4D-4230-8952-DD582F5B2F5D	ST	SY
79F60DA0-FBA8-47DA-B75C-2602EBAA47FE	SJ	SO
7A02C8D2-E54E-4B77-AF10-3194AB7FFBAC	SK	TF
7A078DA1-660C-4C10-B354-D85D931562AA	SO	ST
7A1B1846-E8C2-420A-B5BE-587C70C6BC40	TL	TQ
7A1CC246-B9AB-4159-B466-E4000C19D3B2	SP	TL
7A246EBE-4E8A-4D09-A5EA-0DB2622EF6D1	SO	ST
7A2B6021-987C-46BD-BBF3-237A0CEA6CCF	NJ	NO
7A597340-4488-47BF-9AB8-A392D3B2DE73	SD	SJ
7A5CED50-6E5F-43BA-89DA-B143ECC27DD0	SO	ST
7A5E18BA-59B5-4F79-A2D6-7D661B335F42	ST	SU
7A5FF7BE-A4BE-46FA-BE46-BFF37A7B71E8	SJ	SK
7A666B54-DDA9-4E73-B2A6-0F210FE9FE27	SJ	SO
7A6C7F6A-2A43-436C-8948-4D1293C2F377	SD	SE
7A7781E7-1586-4BF9-94B6-CF9589A32775	SO	ST
7A79681D-58AB-40BC-9E2B-ED41CF05B1CD	SK	TF
7A848DD7-F1A2-46E4-9A87-FA302A0791AE	SE	TA
7A8AABFC-54C3-416F-B7F7-579F1F1E7037	SE	SK
7A921FBA-0581-49A9-9C17-985D00AD58B4	TF	TL
7A922EA0-C781-4521-9963-2CA2A4831EB1	SU	SZ
7AA3DBE0-D274-446B-8601-FA00A4CE942A	TL	TQ
7AB3B4D4-2225-4B2E-AE54-F950DCFAFCC0	TL	TM
7AB97042-87B5-44F1-A303-2B5CB2267F0A	NT	NU
7ACFD559-9407-402F-B1E5-E4F8FBA089E8	SS	ST
7AD2ECD7-0AAC-43F1-8CBF-7C852F19A827	SE	SK
7AD69707-20F3-461A-8CB6-F52E17639CCD	SU	SZ
7ADB3F7A-45E6-4BBD-9288-7894D116662E	NX	NY
7AE46ACC-4DCF-466E-B7E8-0985C463103E	SD	SJ
7AE6E40B-32F0-402F-84BD-18AD76B8612D	SX	SY
7AF4B533-C953-4D2D-BF47-067197908717	SP	TL
7AFC69EB-1CC0-49AB-BDA9-7FBF44F81E29	SK	SP
7B0B35F1-1479-4F97-961B-BC81A0971E45	SU	SZ
7B0CA3EE-51B9-4E73-AC37-FAC66C04D4D5	TL	TQ
7B0D0C73-9A15-4730-868E-60607E23E3D6	ST	SY
7B139DC9-70FD-4862-82FF-A07809ADB549	SW	SX
7B1A3B01-6436-4878-A3F9-228C0A803635	SO	ST
7B3457B1-274E-4B7A-8A4D-815BCE854BEC	SP	TL
7B37AC91-8CF6-4442-8A71-46E59C54FA65	TF	TL
7B3A3C20-E6D1-4AA7-AA26-E75529ADAE41	SJ	SK
7B458C1E-8542-4815-84BD-E4D6EF5533AF	SH	SN
7B49D7A9-04FD-42D8-8635-2EADF560BB7A	SU	TQ
7B500AB9-C827-47BA-9E8E-E13B7825356B	TL	TM
7B65F565-7A64-4F43-8063-EBF9E1FFB629	TL	TQ
7B6B4091-A149-4431-9D35-25D65A016A9D	SO	ST
7B749B36-438E-49A8-BF24-30208D27021E	SK	SP
7B76350C-F31B-4633-AB2E-04BE9790CF74	NX	NY
7B96CD34-D9E3-4BF2-8317-4E851083613E	TG	TM
7B9C0C5C-FF0A-49D0-BD1A-55E11AF38252	TL	TQ
7BA26882-D72B-46DF-805C-58A5AA33D972	SH	SN
7BA572ED-8200-4AD1-8776-65FBECAA090C	SO	ST
7BA77FE4-A09E-4998-A266-0322A386CC47	SO	SP
7BAAB0F2-D3FB-4CB7-9250-E550DEC920F0	SU	SZ
7BB48E55-CDBB-4025-AE00-651568750AD8	SU	SZ
7BB92A73-6E74-4841-B840-380370D07FA2	SU	SZ
7BBAD550-3F91-406A-B824-79A178771BC2	SN	SS
7BC1DF7A-BE34-4670-BFF2-9CD1A8C855CB	TQ	TV
7BC58DA8-4E07-40D3-9B41-CA2AD2305E7C	SD	SJ
7BC7CEB8-2251-44D7-ACAE-8CDCB661B0C8	NS	NT
7BCB436E-B500-4E22-B54B-2616791BA326	TQ	TR
7BCC6082-F04D-424C-909B-AC33702AFB85	TF	TL
7BD0B8F8-A079-4D17-A475-E2C92DD26C38	SN	SS
7BE1C57E-4D62-4CB7-BDA0-02E8566DD683	SD	SE
7BFB6359-EA14-4C58-8CAB-5353CB022DAB	SP	TL
7BFC938F-83E4-4684-8BB1-6E84C2D5EC03	NJ	NK
7C071FF5-CA86-4496-868D-9523C8721151	ST	SY
7C08458E-764B-42DB-AC42-9C258ED89828	SH	SN
7C0E3A44-F546-48FA-B84B-3B3441E57262	ST	SU
7C1E2125-A889-4443-B3AC-E564F507AD74	NU	NZ
7C210742-1AE7-4026-BBDB-D8443C83A8A0	ST	SY
7C2A6AB8-7A90-46B8-9F25-2044E155FB98	NS	NT
7C3149AC-5AD5-456F-9364-3B23EAB8DFAC	SS	ST
7C39EE7B-D770-4DF0-AA1D-082A5E16069E	SD	SE
7C464D80-0CC2-466E-93CF-2283AA2AF7D7	SP	SU
7C55D54B-804F-43A6-9C67-97BFFDFC3C6D	SW	SX
7C5A17B2-F8B7-4255-B4D2-737E4713CDAA	SD	SJ
7C65A397-3777-4EBC-87DB-F4404EDB365A	TL	TM
7C6B9830-D366-4678-8722-8B03B607EA30	SX	SY
7C6DA9EF-3F9B-401A-895B-2F16885AC362	SW	SX
7C79D10A-CDC4-4E62-BC1E-AA17C5AECCF2	SK	SP
7C7FD268-C3CF-42AB-8FE1-967E34F73A9C	SU	TQ
7C8913F3-F347-4984-BF43-ACF36DB2AE3C	SU	TQ
7C966600-9481-4E24-853D-8D82B8F4F3D9	SD	SJ
7C9D8FD0-3ECA-469D-BF05-329E66A19923	SU	TQ
7CA08D45-3E1C-4510-A5D4-0BBC789A094A	SD	SE
7CAAE7A8-EFA2-4D99-BF05-A6AB9BA50BF3	ST	SY
7CB16580-FE48-4B61-871E-58465C55E202	TQ	TR
7CBBD591-4101-4836-829D-6EA40B0CC0A3	SO	ST
7CC8FBB6-E315-476C-962B-5898C26C5A78	TL	TQ
7CD62B4D-62A4-4BC4-AD2E-8DC27396D851	SE	SK
7CDC1C6D-EAD4-40C3-B570-0A8185E53270	SH	SJ
7CEB46C6-444D-42E5-9671-EAD8E276D9C8	SO	SP
7CEDFA75-1CE5-4B38-8F7D-CB0CBE03B642	SO	SP
7CEDFE3F-E938-4EF0-BE30-2ED24717A2F2	SM	SN
7CF8C128-4DBD-4904-BE2A-AFFD363FE73D	SN	SS
7CFEE097-E6B3-4D5B-B8CB-B95E01EA0B5F	TL	TM
7D049887-481C-43E1-B38E-06904744FF06	NO	NT
7D08638E-3855-4D69-8C92-26C369B57702	SU	TQ
7D184955-97F5-48D2-9BE6-79D024ED9DB8	SX	SY
7D1DAD57-251A-4263-A9CD-4E43272FE207	SJ	SK
7D1FC570-BA2E-4EAC-A2A3-250CF39EFB1C	TL	TQ
7D2F3239-1404-4FC7-80BF-0A81503E7240	SP	SU
7D374AC3-60AC-4E5F-A5AF-153088239EBA	SP	SU
7D3C7C6F-B3CB-4EAE-A56F-88F486660FB4	SJ	SO
7D54E289-183E-4FC4-9F51-58A65E95027A	SP	SU
7D567D82-DB2E-45A6-A16A-988C146F7227	SJ	SO
7D5AC5FD-AFFE-4583-935E-56FB0A8EC3C5	SJ	SO
7D5B0121-5CA7-43AD-A576-0ED3A6C59D2E	NX	NY
7D5B5E0D-EFCE-481F-A345-EBE1098FA481	SU	SZ
7D5F6025-00C3-45DD-9B9B-9C6F2A97E22D	ST	SU
7D6C02BF-5F76-4F72-B284-8409EA5C0A39	NZ	SE
7D8336C6-A804-420E-9C5F-EE9DFCD8A2D6	SP	SU
7D83902C-E0A7-4ED6-BF7C-95CDF216D83D	SD	SJ
7D890E9C-B9DD-419C-8249-DC3D09172A76	ST	SY
7D945071-F0E9-431D-A9AA-84E8BBB1C36B	SD	SJ
7D9CF089-00FD-4D78-9229-78E2BA100818	SJ	SO
7DCD7510-5547-4A3A-993A-43DA516AF7B9	ST	SY
7DDD9DC6-E533-4DF6-B7CE-7748E25F554B	SD	SJ
7DDFF98E-0006-4DD3-8F9B-455E88E779FE	NT	NU
7DEA6592-66C6-4B03-9DE4-1981F7C39F34	SH	SN
7DF6C547-01A7-4A04-943A-FD6C13F3CA12	SU	TQ
7DF84BC0-AC99-4F1B-824A-673BE4088A19	NW	NX
7DF9ECF4-37D9-44E2-8C1B-6FC718278F45	SE	TA
7E00245D-3618-4D34-B20B-97E8D5BD998E	SO	ST
7E08A706-831E-4427-BE35-874B4490CDDC	SD	SJ
7E0A5B36-B0A4-4677-BFBF-FFCCF5B435E8	TQ	TV
7E131BFB-4FA2-45AC-8B52-1860C5497E6A	SU	SZ
7E225347-0EF8-48D4-88AF-CDD277F1EC5C	TL	TQ
7E2812F1-996B-4D52-B8D4-2648B6862FD8	NT	NY
7E29950A-D33A-424D-93D3-17465CE035A9	TL	TM
7E2BD50D-E0CB-4330-91CA-44D94883C57A	SS	SX
7E31D573-4C7B-4F20-83E8-047AFF206848	NZ	SE
7E356D71-1FB7-490B-A1BE-F8F86CE7E31E	NW	NX
7E3ACBA2-908E-4C8F-8203-5BDB7C2954C9	TF	TL
7E3E29F8-D887-42CD-87A8-922C2E39F19D	NS	NX
7E56DD27-3636-442A-8A2F-299817A0D475	TF	TL
7E5862EE-543B-45CB-99BE-8CAE26F68C1F	SP	TL
7E5995F5-70D5-4556-9667-EF9A2DA1FE05	SP	SU
7E5D294B-DD83-44BD-A8C3-118BC7F9406F	SE	TA
7E6B6D18-41A2-4859-B0E0-250751F0D356	SP	SU
7E70D3D0-342F-4EB9-B099-A91B11EB976C	SS	ST
7E737543-B85C-4334-ADB7-0DDD83C0A343	NO	NT
7E7736BD-17C1-4B7A-B657-42EBC4634D46	SU	SZ
7E8A80F7-A94F-4F51-BA6B-F1363F251C23	SO	SP
7E8E7DAD-F7B7-4AEC-8E62-F1642FD76623	NX	NY
7E8F26F4-8FC5-4861-8F94-ECC2B5F6DAB9	SU	TQ
7E99ADA2-151B-42DA-9D99-E9F6B558D60D	SO	SP
7E9D29E0-6E61-4042-870C-2F32CC6F8C4D	SN	SS
7EB7B672-3DC2-4A8B-8B8C-74892A405D67	SO	SP
7ED1BACB-F13A-40FF-89F7-147704B52FE8	NG	NM
7ED51A47-3495-4208-BE60-3E42B5D33738	ST	SU
7EDA7E4F-D3B4-4523-B426-866BE34FE61A	SY	SZ
7EDF2409-F00A-462C-841B-162F7A428592	SD	SE
7EE7A53B-5C2A-4FC3-806E-D927487DF3DE	SD	SJ
7EEA16FE-4F94-4BDB-90E1-ED73FFD37A0A	SN	SS
7EF1A3E2-4BE4-4827-BEE9-90CADE6C29AB	SD	SJ
7EF67580-2CDB-4116-99B3-10141FE52E6C	SU	TQ
7F01A6B7-CF5F-4D3B-8BFF-3B4B7061BDEE	SP	TL
7F0B1BA4-C0FC-411C-BE45-1FB39AE8BF1E	SN	SO
7F1C19BF-CD97-4883-B436-0D091CB84631	SK	SP
7F202A99-C456-4BE6-9A3C-88CFE9B4F29C	SP	TL
7F2519EB-C92E-4B3D-B463-EF07A1F6FEEA	SO	ST
7F335949-2D79-4A73-828C-06C803C10875	NM	NN
7F352C4F-BC03-49D6-B844-75CD7FECA7A7	SJ	SK
7F39ED51-5477-4E71-A1FB-8B91402B4C98	SK	TF
7F46F59D-429B-48F6-A0CA-04D883C4FF14	SJ	SO
7F4CF48C-4ABE-4966-9C5E-0A3E40EDD3F2	SE	SK
7F53B212-2CBD-47BD-8A81-E05754636C8B	SS	SX
7F59248C-359D-43E8-945A-9D894A90CA20	SJ	SK
7F59C660-1843-4B04-92D3-DBF3EC3B19D1	SK	SP
7F5AED73-C7DC-4020-AF27-380ECFF3A078	SJ	SK
7F74E5E7-195B-4805-B272-E025ECAA8573	SJ	SO
7F779E7B-B9BE-46E9-BC12-30AE9D5A7E96	NO	NT
7F7FE364-D413-4764-B773-E2615B09CD8E	TG	TM
7F86644F-76D8-44CE-9588-E560F204A76D	NZ	SE
7F9D741B-E0EF-44D8-BBE0-2B27D188B2D7	SH	SJ
7FABF281-DB1C-431E-B99A-0BCF0DC90EE1	SU	SZ
7FAF658C-41C7-487F-9C80-3EBBF6CE2ADB	SP	TL
7FB707AA-F705-4581-832B-AAAFB30B5C5D	SY	SZ
7FB9C629-1F72-43CB-9F9B-D20963C34FAA	SP	TL
7FBE60CC-1FE8-49A8-BF25-B200DA6BED14	TL	TQ
7FC01DC1-E1E6-41B0-8DE5-A633BCE7D4DA	NT	NY
7FCC1D45-2D15-410A-98E4-79706F99E159	SM	SN
7FD47170-BF6E-4933-BF40-7092AD263AFC	SE	SK
7FDCAABF-65A1-447E-BD9A-92A2C2C5A4C8	SJ	SK
7FDCCC9E-0065-4568-9840-A9F9818CD1A4	SM	SR
7FDCCC9E-0065-4568-9840-A9F9818CD1A4	SM	SS
800194F8-06B0-42FC-A7CD-8E26BAA490CD	TG	TM
8016FBDA-CC80-4B17-8A48-8119569EBB0C	NR	NS
8021FA6B-4D55-41F2-85FB-486994DF5E5D	SU	SZ
802BDAD8-A1BA-43E2-AB9A-4A1328D2421D	SN	SO
8030CF58-5405-47CE-9E0E-215667064025	TL	TQ
803DD8B5-4884-4D24-B88D-43AC4541F712	SU	TQ
8047392F-ECA8-47C2-AE02-3E8448BD42D4	SU	TQ
804774C4-9661-4F98-9573-4CD7E826A6EF	SU	TQ
80521FDA-BC99-4761-8FA3-8DC9D3F8625C	SW	SX
8052ECCA-FAC5-4971-A0A2-FEEDF0838264	SO	ST
8067C498-C262-406D-88FC-ABD0B7FEABCF	SY	SZ
807903E1-62F0-4288-926E-2F6B346AC0B3	TQ	TV
807EADEE-67AB-418D-ACDA-0FEA1740B43E	NS	NX
80815734-DEA9-4B5A-92F7-E24DE983120D	SN	SS
80816093-F32B-4521-AA15-F332766CD02E	NO	NT
808E452E-E155-407E-94A8-5D15B19D70DB	SH	SJ
809155DD-3A00-40FC-8469-CEB23C85545F	SS	ST
80A253DF-FC1F-4064-9868-ACB2FD48F8B9	SK	TF
80AE2D28-C680-441F-BF14-6204D7F4631F	NO	NT
80BFD283-729D-4554-9423-C56E6D499341	TL	TQ
80CB20B8-CD79-4069-AFD8-3F0F6B3853D1	SX	SY
80D6EF7F-9809-480F-ABFF-44F6F12890BB	NT	NY
8100C582-F239-43DA-B013-8A7C53F8BB53	SJ	SO
8110CD66-21FD-40EA-BAB2-B59B176E99D5	NY	NZ
81126668-F361-4750-82CE-6A4957AEC6F8	SU	TQ
8118C1A1-F754-4BB0-8813-B12C1A4C350D	SD	SJ
81201CF2-517F-48CD-BC1C-9158D7C75299	SE	TA
81470A3D-65C6-4F05-8CF4-86C8CC4CB783	ST	SU
814748CF-5F4F-43C3-87C4-EFB43EBD08A2	TF	TL
814A3E9C-A597-42ED-A6E8-8BBC31B68936	TL	TM
814CC62A-9DAD-459C-BE5C-8C6BD452F49E	SU	TQ
81512F89-0437-4868-9B0E-E57234DD3120	SO	ST
8162D3A0-10ED-4702-864F-2BBCD20019CB	NN	NS
8168EE88-0BE6-4149-A37C-F2C5649BF901	SP	TL
816D8B8B-1B18-43F5-8771-FBEBA1346DCF	SJ	SO
817FF4E9-329B-42BB-BF84-7430F48794DA	NJ	NK
8195F470-CAAF-4418-ADE6-6BE5C289DA88	SN	SO
8197B109-ACA8-4309-BF18-20A1EB152DC8	SK	TF
819E1658-A673-4839-B243-33BC04C0CA2B	NY	SD
81A97685-2A1B-47CC-ADFF-28CE22350292	TF	TG
81AC057A-F3A4-40DF-BC16-4558795D2AB7	SS	ST
81AD33BD-5113-4D60-A721-5A0BD5C03E8F	SN	SS
81B1E210-1B4F-4374-B035-796479204A8B	SS	ST
81B3DE5A-0923-4E09-8A49-377D2F15170E	TF	TL
81B44BDB-6354-43DB-8EFD-CE56215899B5	TF	TL
81B54F1F-F2B0-46E5-BA46-3CB9786C3584	SD	SJ
81BB2563-2B2B-4996-A600-CF2085CE9B1D	SN	SS
81C91356-81E2-450D-8EF8-F9EE51D50016	NC	NH
81D1385B-2BC8-4052-9587-9C4097AB8D1D	NO	NT
81D20B56-F6B0-4D61-BA33-E291EE842E0A	NJ	NO
81D867A8-1CCF-4510-A3AD-3387A8BF0C75	SS	ST
81DB0A5D-70DB-4343-B558-D6FFEAFE43EF	NY	SD
81DF481D-4499-4E5D-BEC9-1BDA039FBADE	SJ	SK
81EF7A2C-C4D4-47AD-9431-9420624435EE	SU	TQ
81F5C897-5587-4756-86A9-78F3E403B1F3	SK	TF
81F7044F-6C8D-4074-84E5-7C9E0DBE364C	SN	SS
81F8704C-15CE-4A48-868F-61CBDF9D131F	SN	SO
82002090-20A4-4DEF-9CBC-7DAD0ED1AA80	TQ	TV
8203287B-FDFE-4B5D-A8A0-AB9822B4390C	SS	ST
820A3254-1B52-4F0B-8ADE-3821C95F6971	NS	NT
822E3126-81F9-43BD-9EFB-BC1A580323A9	TQ	TR
82442D6E-CDA7-4632-819D-2228CE832E15	SJ	SK
824D538D-43E9-4083-BE57-385BDF5988BD	SJ	SO
8274B31C-F31F-4BFA-9135-2D0A3B6E28C1	SE	SK
827CFF9E-8DAD-46BC-A949-EAB3ABD94F54	SO	SP
829445B1-2DC5-4C8F-BF24-86477EB54C41	TL	TQ
829EA007-151D-46BE-A7B0-BEABAAAF25AC	NZ	SE
82AB7FBC-4818-421E-9E87-6C29DC3A7ECB	SS	ST
82AC861B-B760-48F1-8A8A-A78FF8F30753	SJ	SO
82B18A67-F89B-40F7-8659-C2A4BA7B9EF9	SK	SP
82B73393-BAE6-4E5D-BF48-8119EFA2755E	SP	SU
82BC79A7-C3AD-469D-B29F-4EB44C4F51C1	TL	TQ
82D507E1-80D4-4C70-AF22-CDC84819DAB5	SJ	SO
82D514EB-8A1D-412F-9DDD-6FE76D392458	ST	SY
82D7A613-0D3B-4493-886A-C501053229A6	SD	SJ
82E2F3EC-AF51-484C-B789-2CA8C8DB60C5	NJ	NK
82F16C9E-ABE0-4F8E-9F37-8326D221A205	SU	TQ
82F4D176-27F4-4352-9B45-DB8C203270FF	SK	SP
82FC5B94-E96F-4434-A549-C10A5C352302	SD	SJ
83104CD5-60B3-4A93-9A0F-859112D14847	SD	SJ
8310928B-D1BD-4C89-9F92-0F9CE1B6BA77	SW	SX
831450CA-0133-43AF-B0E8-06C94DCBA86C	NZ	SE
831DB39A-F4F2-4E71-9F3B-6173B8C4D658	SS	ST
83253291-F1CC-41CE-B373-C96E08FDBB02	SH	SJ
83258C62-190C-4928-BA79-285B8B37821D	SP	SU
834F544A-9EF1-402A-877C-9CB55529782D	SH	SJ
835357B1-DA1F-4FE2-B973-3CB17CC6248F	SN	SS
835E8C2B-2762-44E7-9DE2-4A9131F93036	SN	SO
83615C6D-F419-4DB4-ACFF-D56F24E70CE8	NH	NJ
836A904C-3696-4543-AEEB-9D4A92B49E8F	TL	TM
836E290D-2836-4D8F-8971-D8959313B2E4	TF	TL
83765F81-DFEC-41CA-AE15-DF2A26D87490	SO	SP
83766031-E25F-40BB-848F-5783CB01E94D	NC	ND
837C7E7B-B615-459B-AF32-D9D644E8309C	SN	SS
837F3738-F334-41F4-8648-951A72B21F8E	NZ	SE
838564E5-CAF0-4069-B3C9-6DD9C5A2D5CD	SY	SZ
838BDA1C-CB2F-4D62-AF6B-000B6EAFFEB9	SS	SX
838D55B9-5444-4FBB-A587-9977C3035163	SU	TQ
83ADCBB5-4285-4CAA-8501-15C3691F0306	SP	SU
83B1CD3E-AE09-42C5-8B20-B73A5FDDC92B	TQ	TR
83B4AB3F-1456-40DA-A841-ED90B7E42C82	TQ	TR
83B69FCD-B0C9-4533-ABE0-AB475627D3C8	TL	TQ
83C9D4E1-3B5F-44F2-B737-38212C371864	TL	TQ
83DE270B-EC66-4867-B4B4-26813FB9F542	NX	NY
83E2001A-2FC9-4C83-80DC-3AD8FC4627EB	SO	SP
83EA0409-9216-40B4-8054-5F0914BDC5D6	SS	ST
83ED3479-341C-4BBA-A919-7D9204DF58CD	NJ	NK
83EFB59C-8122-4F53-89AD-80CE6958C4CD	SU	TQ
83FC42F4-6372-4FEE-9CA0-71F81B99AA9C	SK	SP
8400C296-1D14-4D75-B50E-A11975301293	SE	SK
8401A8D8-1254-486F-B3E1-2F2CF8F2C65D	SU	TQ
8406B476-847B-42AF-B93B-55393AD212E3	SD	SJ
84195523-CD93-4DB1-9926-DD408F00BAE5	SP	TL
8419FB2A-F44B-4899-BFB4-37D573A5D0C3	SD	SJ
841F02CB-924C-4AD0-9CBA-9FFDA03E0324	SE	SK
8421D03A-0D0F-4C4D-B28F-15B738F80473	SU	TQ
84255163-0F0F-4D52-95FD-9912523325A0	NX	NY
8437B5DA-6C21-41C6-AEC6-8ADB0048E328	NS	NT
843BBCB3-1B2E-438C-81C2-037ABA2517A9	NJ	NK
8453AC8B-D295-4C6B-93D5-CC7528930E3D	SD	SJ
84588D13-ACAE-42B1-AA24-0EFDD8AF498A	SU	TQ
8468CE38-927D-4E62-BDF3-26F9BC12270F	SU	SZ
846AEF89-3F4A-4759-9E37-648ED3ED13C8	SU	TQ
84716A1C-688A-4F2D-B9D8-A2D2501CAE21	SP	TL
84748D56-B801-410A-AB64-DF28F0E3EB71	SU	TQ
847AEA67-6D0A-4F22-8AE3-73CACAA997C7	SJ	SK
847E7306-77FF-4666-BA3E-FA41832485E0	NS	NT
847EC84D-EFE7-44B6-990F-DF20E4216DD9	SO	ST
84848E0E-B994-44E8-B44B-C74E54BFE9BF	TG	TM
8486E6F3-1708-43CE-B60D-EE6B716D1468	SS	ST
849BF11A-3E63-4ADA-A283-795FE7EF234A	ST	SU
84A0D6D3-EECA-4310-A5E2-8BE8854A3083	SW	SX
84B3DD89-47AC-4F16-9DD0-6F04F73FA7D5	NT	NU
84C0220E-07F3-41B0-BFD6-B94AA1877575	TL	TM
84C0EA20-8D88-4B5C-8371-EC2D151B2F15	NJ	NK
84C344B1-14CA-42F3-9FBA-BA3C08F78C3D	SE	SK
84CBAE4B-EF24-453C-B9FA-0507CCAA30D9	SD	SE
84D6AC69-3D19-466C-A4C4-3B510B926512	NS	NT
84E7B529-28E7-44E5-9E66-844D69F5082E	ST	SU
84F7922F-3560-4698-BAAC-5BBB0F93C83D	NX	NY
850358B7-1A11-4E67-BB60-E8C8C99B778B	SU	SZ
85117FC7-DEA5-4E7C-BA1B-D37087CAF734	SK	TF
8516A305-19DA-4C12-8EEF-A8A9D01F2ADA	SD	SJ
8516F7AE-862A-47FB-89AE-85292E911DCF	TA	TF
85189AE7-88C8-44B1-A6B6-AAC420554826	SS	ST
8533814D-583C-43B0-A7E2-EBA7CF327C9D	TL	TQ
853FD4AA-CF60-4814-8188-665968669907	SU	TQ
8550F490-31AE-4A54-8F62-FF577F9AE5CF	NR	NS
8555771F-0C1B-45B9-A8E6-454AF7BAF761	NT	NY
855F1DF9-DBA9-4E9C-9EDB-EB4D9481A058	SU	TQ
8562E3BF-80D5-43F2-8863-C32F45BE3889	SM	SR
85664E4D-62BC-46E0-9669-3E456E983979	TA	TF
8570DD18-FB67-48A9-B809-2F8ADD71C2B5	SN	SO
85710BAD-8B19-4096-B1DB-5B6BE4FDF77B	TL	TM
857A3E06-CCBA-4378-A885-5E0AFDD06D51	SE	TA
857D15E4-F95E-4724-B046-B8AAAABC2B52	SD	SJ
85931EEE-EE3C-4510-8525-C6A3B4488DF9	SK	TF
85AD224C-2CA7-4B2E-AB82-CA34E98C8F45	SN	SS
85C8D7B3-6F8D-46AD-8379-8D3C36B46DC1	TQ	TV
85D707C3-3190-4C3C-A3C0-F57128441EC8	TQ	TV
85D8267B-3208-4514-9FE5-8F9B0CA0A2B8	SD	SJ
85E49E7A-8D92-42B6-A754-5B7A6C598ADF	SP	SU
85E929A2-C7A2-43CD-A569-C6145A362661	SD	SJ
85ECEC01-1218-401D-BCA9-58279E749716	TL	TQ
85F39E38-5380-4136-832A-CB902E8AC1A3	SU	SZ
85F3E76F-CBA9-4A16-A66C-468F887BF923	SO	SP
85F4BB0C-CF34-41AC-8ECF-58892EE9DD59	SJ	SO
85F5F92F-B3D3-478D-A6CB-90DDCC6FB2E4	SE	TA
85FB0420-7F38-4850-9C4B-C17841B03DF3	SO	ST
85FC565D-696C-48F0-9510-336101381C45	NM	NN
85FDAE5B-0D73-4ABF-A613-9FE1B3BA07E1	TL	TQ
86003541-F078-444A-A856-B2221A6BC5BB	SK	SP
86016D2E-2E3C-4C54-8559-8574AF81149A	NY	NZ
86064B4A-83FD-4FE8-830A-E87A7AD88C20	SS	ST
86165A58-6575-4AD7-8E6A-2E5D094BFB75	SD	SE
861AFF5A-2DA4-4319-8AC4-4CF384C6DA89	SD	SJ
862623C1-2899-49C2-B95F-3C45085910C4	SN	SS
8641658A-95C2-4252-A9CF-D1B9A78A4696	SS	SX
8648170E-8B74-4026-B094-D487AF3868ED	SS	ST
865C30C7-F116-436A-959B-B8D3ED7CCEE1	SO	SP
8661CA0C-D9C2-4959-827F-ABB5C84AD20E	SP	TL
8672EC0F-9395-4888-97FE-2F8CB5E7F6A9	SH	SJ
868536DF-1B02-463C-BC0A-A069BA8E536B	TQ	TR
86948361-A5B2-4696-BA40-F1ED9FBF6395	SU	TQ
86A5263F-E51A-421D-9FD7-2DD9F6922297	SU	SZ
86A7D298-C536-44E7-B36A-A20DC300D91D	TG	TM
86A95DEF-02A7-45DA-8BE7-7317A7381DC2	SO	ST
86B6608B-0E40-4BE2-B835-E7A2A900E5D0	SD	SJ
86B874C4-6419-4A9C-8EF4-AD9209DE497F	TL	TM
