# source_sha256=bb2bbff8be3d637b38ed5d06277856c15f41ea262614edf974be8f4b96fdc791
identifier	owner_grid	duplicate_grid
3B7B3D43-F43B-48DC-B04B-4F3AEE58DCDA	SP	SU
3B8541A1-257C-4637-8EAF-D4A3F450879C	TL	TQ
3B8A9D84-01AA-4B0D-A355-863DE101E7F0	NJ	NK
3BA36708-A128-4FBB-B0FD-24F640D1CD10	SS	ST
3BAB1F9F-E099-4062-BCEB-2E1FDF94B8DC	SJ	SK
3BB6FAFF-F4AE-48AA-B6CC-AE657A6AD419	SJ	SO
3BC4E6EA-30E5-40E6-AFF6-75F8C9B7866C	SJ	SK
3BD8F734-93AD-434D-AED8-4BBB5A6F331D	SK	SP
3BFB8BE2-ED75-4631-9982-0618771E95D3	TF	TG
3BFDE0C8-80A9-4854-B9B8-E0CFF0E12000	NG	NH
3C00EF60-5952-4CBC-AEF5-CA78B2CC9B6A	NS	NX
3C02A1DF-1987-40DF-9555-D79486AAD0E2	SY	SZ
3C2776B3-D7B2-4B6A-A5F1-D69C355914FE	SE	TA
3C43E1F4-9F2B-46B3-976F-D3C7A95DF155	SD	SE
3C4AE0EA-5E1A-4986-9D8B-A3B98A3BF231	SJ	SK
3C601790-F90A-47FE-A7BC-583ECF95B8F6	SJ	SO
3C67BC32-943F-419D-A37D-09D46B5CA99C	NN	NS
3CC80B0D-06FC-4ED9-B389-8E22527CD582	SU	TQ
3CCD5370-385B-4E53-810F-3E6BED6E1119	ST	SU
3CCEE38F-7851-4C5E-85A4-EE43B1F7548D	SS	SX
3CD30EB4-DC04-4124-910D-C48E69F9B47B	SO	ST
3CD56A59-E687-4CEA-B3EB-8C6FF6E629BB	SS	SX
3CD8A4CD-960A-4AE5-8D5B-7685078EAFFE	NU	NZ
3CEFF98D-7980-46D4-B1DE-FE75933981D5	SS	ST
3CF00D42-6F90-489E-9728-22ABB03047DF	SE	TA
3D06971C-4199-4E89-A1CC-DBC46BEF1BE9	SU	SZ
3D0C2EB2-6B8C-400A-8476-3E11ED5BE166	SP	SU
3D1146EF-224B-4877-B8C2-71F357DA4CCF	SO	SP
3D1BF8E6-5ACC-49BF-94DE-14930DB3A188	TQ	TV
3D20F5ED-44F6-49CD-B319-CD7BAC49E130	NC	NH
3D264B61-A586-4589-A2DC-6ED9D43E3F94	SH	SN
3D2F6970-29B1-449D-B321-24D193454E3E	SD	SJ
3D36D73C-8169-4A35-AF6F-A8199B121EFD	SJ	SK
3D412AB2-9211-4E0B-A8F8-5CB54DFE641B	NN	NS
3D5265A1-B39A-4A13-85F1-C1968AA718B7	TG	TM
3D53A613-B934-4D8A-A6D2-AC8A672DEF87	TF	TG
3D5542F5-169D-4C4E-8D9B-3A78597270FC	NJ	NK
3D55B491-9C1A-4C83-968E-018A079C8751	SO	SP
3D629FBC-C9C0-4F12-B832-A04C5AC6D324	NS	NT
3D632E05-93EE-40A6-94E3-DFD6D7F6F87C	SX	SY
3D78307E-C0A8-4B07-AAE1-6E81E8ECD200	NY	NZ
3D7BAA58-43A6-4685-9215-E9DF47B5803A	ST	SU
3D7F3921-3BFA-47F2-BCE0-C428807CB613	SD	SJ
3D7FA837-0958-4010-9A85-4E865A192C02	NY	SD
3D844A20-35AE-413F-AF7F-5617BCAD8968	NC	NH
3D853C9E-50C2-4B62-99B1-59C012369320	SK	TF
3D8DB22B-130E-4FE5-A8FA-F756A91AF681	SE	SK
3D99C2E7-A948-4247-AA49-33F7E2D1A3B6	NT	NY
3DAEA8C3-3F09-4035-9BEC-4436477DC5E7	TL	TQ
3DC1B7CC-CB4A-4BBA-B932-524FCCCC8919	TF	TL
3DC9A8B5-DCB1-430B-B684-2A7888873DB1	SD	SJ
3DCCF865-8959-461D-B084-B0EE406E3006	SS	SX
3DD673CA-3D40-4DF7-9A3C-112FF58477D0	TL	TQ
3DD79E60-97CA-493D-832F-0ADD80044504	SD	SJ
3DEE57A7-EFE4-4573-93F1-1C6CCDFA1876	SP	SU
3DEE793D-D5CE-46C3-B972-F4FDBF17A3A5	SU	TQ
3DF8ECCF-8672-41A1-BA18-7FA51A9056CC	NZ	SE
3DFA0DFD-04EA-4F0F-8394-A395A50C49A9	SD	SJ
3E03AAB2-6FDF-41FC-8B20-C658D7E7A2CF	SO	SP
3E110BEA-CFB8-4769-8D40-7467D186D3FB	SM	SN
3E1CE644-7C36-4899-BD05-1F6904A4D4F5	NM	NN
3E1EB054-84D8-4CA8-A9D6-4C77E5B3A9CF	TQ	TR
3E2B4FE3-73B0-4DE1-9117-F5BA1FBA1655	NJ	NK
3E386525-6549-4E30-AA61-F2C7B84F6898	SO	ST
3E3CC706-B851-4872-935B-724B9DCDFCC3	NO	NT
3E3D5827-592F-4DFC-8F0F-22BD8CD77755	SP	TL
3E3DEA60-F2A9-478C-B5AF-529CA323DA27	TL	TM
3E541605-A690-4EF0-81A7-D44613D24DB1	SP	TL
3E603B54-9F1A-474E-B296-F43606BA5E7F	NT	NY
3E6A14A6-50CF-46DE-BC19-09E6DA7BAF4F	SN	SS
3E754E08-83AC-4E20-AB13-22F4C7F07155	SU	TQ
3E8909A0-1406-4B8F-A1AE-706E6A26037A	SO	SP
3E90ABED-A197-4427-AB35-CE253C2FD973	SN	SS
3E930792-58EA-4CD1-8D86-135E67C1D0D1	TQ	TV
3E9563C8-3FF9-43A6-9C29-A66FBEB4441E	SU	SZ
3E971918-6A17-408E-8CE2-B27AC39C6622	TL	TQ
3E9952BB-B93D-4489-A1A7-B2A7E5D04A23	SE	SK
3E99CCCC-F998-4B00-A962-B3C9C1221BBE	TL	TM
3E9A8E28-B11F-4A07-A5C6-4FCACBEF94F1	NT	NY
3EADDE64-A62B-416F-AAC6-5A9F9F958390	SS	ST
3EB2E9B3-1EB4-460F-8391-D9198016928E	SS	ST
3EB52FB0-F2F1-4C0D-A111-C0901E0FC897	SN	SO
3EB5E140-CA82-4875-9454-12856F826C25	SE	SK
3EBA0F90-4184-445B-A548-31CA44FD5AC6	SP	TL
3ED23E9C-C075-4F3A-AB00-87A23D6FEF30	SJ	SO
3ED4E894-34B3-4BC1-B6E4-DFBCBD8A4912	NT	NU
3ED7C4C7-3F8D-4AE2-86C4-50A2419CC43D	SK	SP
3EEE7FEF-C919-429A-91F4-83E8EAECC42D	SX	SY
3EF3A4AA-EB07-4D20-8B82-A0725AE7EB1D	SU	TQ
3EF43278-4B7F-4510-BFF6-25A2738244FC	NM	NR
3EFB666B-F18A-4315-ABF9-CE364263F102	SU	TQ
3F0230F5-0685-46FE-A2EE-93DEA9C50D80	SU	TQ
3F0558E2-B78D-43AD-B8C4-58D55E2F0813	SD	SJ
3F09C78D-A9BD-4CB3-B313-D092E2466FE4	TL	TQ
3F16938D-9A35-448D-99C4-9084BF3C1749	SE	SK
3F1CDB90-5F8D-4C52-B285-15D90870CEC9	SP	TL
3F255B79-8047-4A65-8003-7300C6C6A83A	TF	TL
3F31C58F-1E28-48C6-BEDF-B9C9D7019EBB	TL	TQ
3F3F6268-EAF7-4356-83D4-84C64785758E	SJ	SO
3F490541-0F3C-4682-AD30-1B3B51D73909	NM	NN
3F4DC586-0722-4F88-97BA-131156203E35	ST	SU
3F50B8F3-A763-4DE9-B23E-EC77D6B27616	NJ	NO
3F51A605-D1E9-4BD0-BE79-8AC8231C3D61	TL	TQ
3F5BBC7E-FBE7-42F7-B51F-125F27B5B65C	SD	SJ
3F7C1053-EE8D-480E-B2F6-BE0617F410F6	SP	SU
3F83B562-CBE6-49AE-9C0C-A48B04FAD5F1	SK	SP
3F8B3F16-1EBC-4869-9856-801ED33995AB	SJ	SO
3F8D474B-2D72-4750-9B0C-8C26C3CA3F8D	SD	SJ
3F8FBCC0-FC9A-4711-BD7F-0567E6922B05	SN	SS
3F94BEA3-A001-4FD0-BE7F-F64097FE7F14	SU	TQ
3F9E90CE-9C18-46DA-AFA5-465E7800F0DE	SK	SP
3FAF446E-1434-4160-962C-46A0BABD320E	SM	SN
3FBD9A79-A133-4445-89FE-C4F908C13587	SU	TQ
3FE45631-6D99-4075-B378-5244934AE507	SU	SZ
3FE600C9-1331-4632-B652-EB673A64E372	SD	SE
3FEA85E9-DB9A-4BF2-ABFB-2970E17D82AC	SK	SP
40063872-F0C2-458E-9303-94BE1F14B070	SK	SP
4007140B-888B-478B-8FFC-0C9FC145ADCD	SH	SJ
40236F94-D4CC-4082-AC82-5DD088624DAF	TL	TM
4027C5D5-DEAE-4E45-AF3E-94FD421AF6F7	SO	SP
402F80F5-0FE8-4C2D-B333-3BAD86EA008D	SO	ST
402FAD5B-3D76-4610-B5B8-EF278A4AFE4D	SW	SX
403532BD-F925-4FC7-B91B-54800F44E91E	SO	ST
403F0226-ED0F-4DDB-93B6-0BF9DE868269	ST	SU
40416A03-5291-4407-BD78-EA703A04D5F1	SP	TL
4052D217-99A8-4944-B097-8143ACE28082	TQ	TV
40541FCB-0663-451D-82DF-ED6E22A3B854	SO	ST
406457AD-CAC8-4560-915B-A91BD082A807	SD	SE
4066E745-480A-49FF-BA25-47CE130638CA	TQ	TV
406F9A64-5B80-4BBE-B152-8AAAB6FE5607	NJ	NO
4072AAE1-5EFF-4440-962E-3D18145C6394	NX	NY
407C7A83-43EF-4F2C-AE87-11B27921D652	NN	NO
4083AF64-1AE5-4C1B-8F6E-AE53A88DE256	NS	NX
4085D707-DD3E-40D0-9797-5B0DB1E15165	NJ	NO
40912392-9455-41D9-9208-82219822641B	NN	NS
4092DC11-B33E-4498-A1A7-8997869E2DA1	SU	TQ
4097C5E9-0B30-432B-B1AB-B28A5652C46E	TF	TL
40A8D9A2-E795-4C13-9230-8033FE501054	SS	ST
40ACAE74-6ADC-4EEE-890B-ADCC447A74C3	TG	TM
40ACC4CA-153B-49EB-B739-6F73373E22BE	SO	SP
40C2C504-8B8C-425E-ABE9-E0271B5A14BE	NU	NZ
40E2627A-2D94-4BF3-8731-5CF63832D7F4	SD	SJ
40E2B430-5D5E-4E61-84D3-E067FF7A68AC	SP	TL
40EF89CF-B632-4571-82B5-876002639691	SD	SJ
40F07FB5-5996-47B4-B9E7-056B1C151BE1	SE	TA
410D3462-6DAA-415B-B998-4AEF56544091	SJ	SK
4115677D-FF3C-4E36-850A-AE4AD316DAA4	SO	SP
41176CD5-F52A-4925-93ED-A968680AD724	SP	TL
413275EC-4548-408A-A6C2-9ED07D2B3E83	SP	SU
41406EF3-9E03-42BE-9D6E-1AC76B0B533B	SU	TQ
414F17EC-5DAF-4D49-9ADE-8586E2F19006	SS	SX
4152A40D-2C59-4C37-B154-E8A6B19D02C8	SU	TQ
4155FA0C-9BDD-4536-B8E9-E2BCFB81A22B	SJ	SK
4169228B-974E-43C2-B30D-E0DD7B3EC1AB	ST	SU
416EEDE8-166D-4F16-A3D8-BF7F819FFAF5	TG	TM
4170E0F9-A669-4DB1-B7F7-FA8B7AF7D67E	SS	SX
418054E2-6CE8-43CA-9CF6-85FB5934B72B	SD	SJ
418BF54E-A370-47AC-B717-E147FB953F83	NY	NZ
418CE78C-2E4E-403D-998D-F2AFD7DDB6F9	TQ	TR
419436BD-B7BC-407A-B957-00DEE71B9B1D	TL	TM
41BA933C-AABB-4D6C-BE18-25A70277B7C4	NN	NS
41DD46D1-337B-47CD-ABD2-68BFEB84FBB3	SE	TA
41E1E459-A28D-4272-A649-8FE135CDC2AB	NH	NJ
41E655DB-79B0-4648-8354-E75DC5244BCE	SU	TQ
41E77D2C-8F17-4DDD-B91A-1187BE6EB12C	NN	NO
41F0CDB5-D359-4683-AAFA-F37A60989278	SE	SK
4205EE5A-8C6E-4615-8C04-4E57EDB79EA3	ST	SY
42126E85-E3BF-4140-8957-1234460342BD	SO	ST
42141C2D-6D03-478D-B9BF-83F6CF0027DD	SO	ST
421BD0D5-0C5D-4151-B7A0-1A0D9FD910FA	SP	TL
42203B24-3BCB-4FF0-B5D9-10B3F0B6E2F8	NS	NX
423F3ED0-3C51-4386-8C01-7885CF6E09DE	SJ	SK
424D9336-82EF-4EF8-A17D-D7CA1CAB5200	ST	SU
425485AB-6C9C-4408-B283-C025E4D1BA65	SM	SR
425779D0-B088-42FA-8A22-C1105E6FF6A5	SW	SX
425ECC8E-3584-4509-9C6F-5D2E2E56C8B3	NZ	SE
4260754C-6DD0-4DCA-8962-B8F5A04E43E8	SW	SX
42689745-0B21-432D-8EB9-20CF6C0069AD	SD	SE
426E6922-7FE9-4C57-B8C2-5542CD095023	SU	SZ
42780A47-BF55-4E64-A673-DE9C7F02D11C	SU	TQ
4286B001-EACD-4346-BF23-7AE69468E11C	SK	TF
4292BBAB-497C-469E-9400-D5C6374DB997	TQ	TR
4295643B-1456-43F3-A7AE-5D97102C2450	SE	SK
42AC5A7D-7ED9-482E-BD79-BC9A736E62EF	SK	SP
42ACED58-80F5-4016-8FEF-6F09F3C9B68D	SS	SX
42AD13BB-01CA-45BE-B28F-808A07D9ABF4	SS	ST
42B8871B-294E-4A8D-AAFA-3268A4AEC978	SH	SJ
42BB02D2-82FE-4AD1-AD60-ABBBA87EE90A	SO	SP
42C2D6CA-7604-486E-9E5C-32214B1A0F30	NH	NN
42CF09F8-12B5-4208-8E5D-B1940D7496CE	NR	NS
42CFBE3E-41BC-4F8E-A9F3-55BE57D55E53	SO	ST
42D14FCB-E624-479C-876E-0A6F47310767	TL	TQ
42E3FAF3-20E7-4FB5-8BB9-FB773258922F	TL	TM
42E57C27-0B5A-4AF4-A83B-3943B86C1245	SO	ST
42E8CB48-58F3-4E07-93DD-DAD04A1D6CA0	TF	TL
42EEDF76-F019-4B6F-87C8-0BD03BAFF990	SJ	SO
42F2A4A4-C596-49D1-93C7-115CE15AC927	SN	SS
42F42739-CFD7-4DF7-BA3C-88229558AD2C	ST	SU
4311655F-A9D6-4AEC-82FA-A12F9649EE22	NN	NS
4311CF45-57C5-4AA7-B850-14E188575BDE	SD	SE
43126242-0B01-4D0D-AD57-83661DFF96F9	SD	SJ
43263491-B75A-4CE9-A832-66C987A9CE34	NZ	SE
432FBF71-72A5-4EF9-AFDF-3C8E85A9B754	NG	NM
43312913-68AC-4959-B5D9-548B0441BA8E	SP	TL
43361410-624F-4BC8-AA22-D017A19F3E1A	SH	SJ
433BEEB3-9DA7-4900-9D5F-FEC8BE6B1C11	SD	SE
434E85ED-2EC3-4D38-91AB-333F3634FEFB	SJ	SK
435218D8-58F9-49CB-A597-97BF4C40D3FA	SK	SP
435381CB-3191-43EA-B5FC-5221668EBBE0	NT	NU
43573DE9-B03D-4F9C-8B6D-2C7EB231A13C	SU	SZ
4364847E-DE44-422B-97E5-904BB45656CE	SP	SU
437C6219-3AB7-4B12-9F9F-53D1EE9B22AD	SE	SK
43840EBC-1CA4-4CC9-B2BD-9DB06095469E	SS	SX
43847ADD-8DD8-43CE-8E3D-16E86E16DFD5	SJ	SO
439080C3-673B-4BDE-AD43-67E05B38C662	SE	SK
4394373A-3CBB-44F0-A27A-C1039A714B66	SK	TF
43993CAE-93B3-4CC3-9834-0B7FFB1F2515	TQ	TV
43A353BF-9A80-45FE-94CC-5FCB55A22C48	NS	NX
43AA62FF-CE7F-43F1-AD5C-64E89D74B6C4	ST	SU
43AB565C-D0AE-49B2-A971-DD1305ED6559	SD	SE
43AE1AF8-5457-42E8-BB8D-95BBC43F0B66	TF	TL
43B2A50E-E2DA-417C-BCF0-FDC90AE8E11E	NY	SD
43BC974B-D028-4303-902C-3374993FFAB9	SU	SZ
43C57A84-B4ED-4C4F-853F-71C9B11F7026	SE	SK
43CB455A-D2E6-4D8D-97AD-E912DB6CB6FC	SD	SE
43CD0542-9380-42F1-826C-A30DB2BC8190	SN	SS
43D85FC3-0716-48C7-BDAC-16616DE0FCCF	NO	NT
43DD33F9-6C4C-4345-B6EE-B482D627A457	TQ	TR
43F045F1-5FD3-48EE-9781-404A64724B10	SJ	SO
43FFF7AC-B2C6-4CEC-877D-487FC36637CF	ST	SY
4402299D-904F-4668-9CF4-32F3A670EB67	TF	TL
4402E18A-CFDB-4F2B-A6AC-90116D603B3B	TL	TM
441A6B42-B0D7-44A2-8DC8-4832AE29B8C0	SK	TF
44202AB2-D4C9-46DC-A225-74C8BD360E40	SW	SX
444A2557-5745-422C-9272-13B5954A5F49	SY	SZ
44551235-F6B0-430E-A50C-1D8437DD8A17	TF	TL
44597A43-9A11-4BEA-BC2E-D53F99C2E611	SU	TQ
44605F42-8431-416B-97EE-EE3CCD668C4C	SP	TL
4464F400-463E-4E19-ACF2-EF56DD6F078D	SD	SJ
446671E9-C33A-4B18-A202-2D0E41FC5661	ST	SY
4477430F-EB29-425A-A40E-B67F9529B044	SO	SP
4495210B-90F9-4841-95C7-B3A91AA00B41	NS	NX
4499A485-64D9-4A20-89D4-C0EFC871C935	SE	SK
449A936B-6EFB-47B8-856F-1E2735F9C4D2	SE	SK
449EF77A-CEDB-4999-BBED-AD59BE68CC63	SO	SP
449F5A47-848F-4402-B8E4-98DEC89BAB77	NJ	NK
44A739E1-7DE3-40BC-9B2F-7C45D8B9EDD4	SJ	SO
44AD05B4-F31D-425C-AF40-734D0AAF792B	SP	SU
44AE28E7-26C4-40EA-AEE3-8DF15F7604DD	SD	SE
44B109DC-9C64-4D5C-847E-62B15DFEBE9C	NU	NZ
44B5AC2B-1665-4907-83B9-2BC1DC0FC21E	TA	TF
44CD5CCF-E4A2-40D3-8519-B252629187C0	SO	ST
44D721C1-45D5-40A6-83FD-2F5B7A3E9760	NS	NT
44D7C9B4-91D6-4F70-A2B9-24AC0ED40E30	NX	NY
44D83B9F-268C-4921-8E18-87D83B095F80	SS	ST
44EC94EA-7573-4B2B-9B05-0E7D9E567C24	TL	TM
44EDDDC3-7D95-4F95-91A0-95FC7070F214	TL	TM
44EF598A-7B70-424E-AF9F-56D49A25C71D	SJ	SO
45107867-4F77-4B17-B55C-012E8676C938	SU	TQ
45135CD8-D2B9-4F3E-9F62-9A025A5925DD	SO	SP
452178B9-44C5-4E13-B986-319DE69F9226	SU	SZ
45252BB3-095A-4B5E-84BC-C9188A5C14DE	SJ	SK
45262E6B-8C78-4DF9-B75D-9E7E42E2DC94	NY	NZ
4532B32B-3E07-4E04-A82B-B01DB0D8B3FD	SM	SN
453B4654-A701-482A-A80F-E3246048FFA4	SJ	SK
453EA45A-6EF6-453C-8462-D1D1BDDFB03A	SD	SJ
4543C189-C416-47A2-B443-23707EF06109	SN	SO
454A62CC-2E8A-4FA9-BF55-D2C6E9FCCECB	SO	SP
455BBC80-442B-45C3-B0CC-92B44C0153DE	SO	SP
455CACB5-1E79-4834-8EDF-69564FB2C61E	SP	TL
45710B25-BD8B-462B-AE5B-82351A36A7B1	NY	NZ
457838CB-50B8-4111-93F9-0C4EA41DB305	NN	NO
458276FC-1157-4389-A42F-5A3D6F2FE98F	SO	ST
45A007CD-A31D-48A4-99AE-47724FAA4CDE	SH	SJ
45C9C26A-2E10-4833-B1A8-52C26AAFB87D	SU	SZ
45CF732E-616D-4C71-9C60-F70C63E402F2	SM	SN
45D1493E-C4B2-4917-A10A-B269337CBD65	SD	SJ
45D23838-CBD1-49C8-AB19-9A4B6AABCC9E	SE	SK
45D5C249-40BE-4A2F-910D-E9C50BF91D06	SS	ST
45DD22E0-9406-469D-9F43-EACE74BDE209	ST	SY
45E2B1F1-751E-44E7-8475-DB8461BC33E6	SK	SP
45F26A97-005A-47F7-AEE6-82128F9AF3AF	ST	SU
46047F1D-DF81-4B9A-9E62-E0B53FA6FB96	HY	ND
46085644-1B98-48E1-84A4-EA7BB71729E9	NY	NZ
461DC34B-C7D9-45AE-AFC4-6B85D481CDFA	SH	SN
463411C4-FA20-45E8-8780-966C0585ECC9	SU	TQ
46359EC7-F4FD-4AB1-801A-95FC2DBBB015	SU	TQ
463E71EF-60BC-4DF3-A13C-A5509BF7CA46	TL	TM
4641D98F-12B6-4ED9-9B21-323FE5B56F68	ST	SY
464FC345-DBA9-410F-BED5-EE30AC04F8CC	NX	NY
46611C09-1DEF-4FE5-8D18-D603B5E857D4	NF	NG
46770811-7D9F-4A9D-B563-C6ADCC72688F	SS	ST
467A4C2F-4723-4D9B-9EBB-6564171F822B	SO	SP
46A402AC-1C38-470D-B2E3-0C9449C0E3C0	SU	TQ
46A44522-0D5E-413A-8A0A-118B1CBAB181	SW	SX
46AA4F25-F918-45DA-AC4F-B271DF5F4D32	SO	SP
46B27B4E-2449-4326-8E5E-E017D1E3C4C7	SP	TL
46B3568C-D679-4EF7-A51F-2ED2A833FF24	ST	SU
46B46F04-54A7-4EA8-969B-C6BC647AC99D	SO	ST
46D26751-E87E-47BA-8D50-4616A27BF353	NY	SD
46D9CC4A-3504-4C8A-9853-F279E9124D79	NJ	NK
46FD3424-D666-46DD-A601-7B04B1F17662	SK	SP
46FF2FE1-908B-412D-9FBF-407FFA11CEAC	SP	TL
470767F7-5778-470A-ABA7-1DA5C9F9BA9A	SU	SZ
47185B01-12D5-4A3E-ACA4-F69A14761F3A	SH	SJ
4719A6F4-692C-45C7-8768-D77B45FCA77C	SM	SR
473165C9-6687-4DD3-9EBE-21CC1FDD7089	SE	TA
473B0B3B-E032-4B63-9482-EEDEFB325DCF	SE	SK
473FBA00-2A2A-40D6-AEED-D7EA919D9A0D	TQ	TR
47429398-4FB7-436F-9A5C-73A328842D80	SK	TF
4742A148-A483-4F9B-A917-96672E3718BB	SJ	SK
47546EEB-B018-487A-B1FA-056063337610	SJ	SK
47556EEE-52FB-44B8-B859-201164DFD275	SD	SJ
475641D2-219F-41E2-A55F-27A4A8D354F0	SO	SP
475BF970-61B7-408D-AAA5-A4FC8DE5CCD5	NJ	NO
476913F5-D708-44BB-BDF0-2BBA08445643	TL	TM
476B4F87-7C46-4860-8073-2B58EBEF8F95	TL	TQ
476E5966-782A-4C02-A6D0-D4DFE290C79E	SU	SZ
4778F4C5-804D-42EB-894C-7D6ABE3473ED	SS	ST
477E2999-B9A1-49F3-9ED2-0A1393017024	TL	TQ
47810ECD-2CCB-4037-AE6D-2270079D3607	NJ	NO
4784CF95-5C8A-4A28-94C0-25CC0F2356AF	SO	ST
478FE8F0-B054-4CA1-8FB0-9F790A90010D	SJ	SK
4796D9AB-ABE9-43D6-A8DB-D8DC33B069D3	NW	NX
479CC301-80C5-429E-864C-48F1B45F3987	NY	NZ
47A47A48-77BF-4673-A439-25F7E27EE33D	SD	SJ
47A8B73C-51A8-4C25-81D4-372304C38F4F	SN	SO
47ABF4D3-43F0-484A-B100-20DE978C7908	NZ	SE
47AFE1DA-9C1B-4AA9-9720-FAD7591D1E53	SP	TL
47B6D332-6367-45CA-B30F-F3500A7872A5	NJ	NK
47C12C15-DA19-4FDE-A22F-217962850B15	NX	NY
47CD2C4A-C441-4F4E-B724-49B26D2D3EFA	SJ	SK
47D41DF5-DF6E-483D-B589-4F4400B209D7	SK	TF
47F9BF1A-E533-47A8-BB3C-A81FF6045791	SK	TF
4801AFA5-E11C-40A3-98E3-4818A3182464	SP	TL
4822E7BA-54FC-4F26-BE63-627E65F59D0F	SJ	SK
48285339-F0F7-4CC3-9D08-8C223EADE02B	TL	TM
482AA8B8-1FBF-4B35-95F3-F2FDAAC1015B	SO	SP
482B02FE-499B-49CE-8EED-0B4C36ED99B3	TL	TQ
4840395E-A72E-4C03-9ABA-4F472D8484A5	SK	TF
484315D7-5C69-4A6F-A434-EF65E225E4DE	NS	NT
48463C48-1A67-476B-BE4B-3A5B60883CFD	TQ	TR
4854CB81-57E1-41E1-8A7C-2DF787D8BD16	TF	TL
485C02FF-A56C-4D12-9782-5D5D109B5B19	NY	NZ
4872AB81-5AD5-455F-A31F-D8989C6F8E7A	TL	TQ
488F65C0-BCAD-4AD7-8A8C-C4E66BA06C93	TQ	TR
48921EAA-99E9-4932-BE6E-8CA2BC530C27	SU	TQ
48974F64-7AD5-41A1-8A4E-D03E7C86B7B3	TF	TL
4897530D-B1CA-4F58-80D4-DE2C0F2FE3C0	TQ	TV
48A1D58A-B2B1-4C09-BC99-759CF8B95900	NN	NS
48AEADB5-9DD4-4F97-A3B3-E9D1B695E9E7	NT	NU
48C3FEB7-BF86-4AF4-B583-9EC02A315C03	SU	TQ
48CCB5D8-DAFF-4A2A-8741-044F1C1BC33B	NC	ND
48D747AD-24FB-4258-9708-3CC8A26950B6	SJ	SO
48E09BD6-3DD3-46E2-B449-DDA9096F217C	TA	TF
48ED216B-C23A-458B-A213-6B99EFE88C89	SD	SJ
48F37F53-7CA0-4269-A852-EDF2D52AD38B	SS	ST
48F513D5-C1D8-489C-AB82-0B425F42AB2B	SP	SU
48FAAD4F-EB79-4F08-BEE6-537D98574A68	SJ	SO
48FDD8B0-987D-4749-9B8E-C8EA4F6F1D76	TQ	TV
48FE253A-927F-4A39-9BFC-F81AD9045594	NW	NX
490421C0-947A-4893-BDA1-F2E458B217FA	NN	NS
4917519A-0F0F-48AA-B26E-34D6861A00E0	SP	TL
491F6E32-91AE-4237-B409-9437406AF0BA	SU	TQ
4923DE40-48C3-41FA-9CF5-7F74ECC1E11D	TF	TL
49244E5F-F8FC-4423-A462-FFD8A10CF424	SU	SZ
4928721C-27FC-41FF-A69C-104375A9FCC4	SD	SJ
49314AC1-4E8A-45E2-AC76-6211BE48C81A	TL	TQ
49334139-C2C4-42D3-92E8-6D060E482944	SU	SZ
4938CD5A-E7EE-4689-97F8-C3E38275CDC3	SO	ST
493FEB83-E98C-44F1-9E49-BC7762EA61FE	NS	NT
4944BF86-6BB5-4576-958D-1225B4EA5350	SD	SJ
4947B382-86A0-415C-AFE5-CDDC92572FA8	TL	TQ
4972E6E5-1E23-4B08-AC40-EF59028E45DC	NR	NS
49761958-35F4-4672-8792-0895C16BC971	NS	NX
498C7475-463C-4B25-A5B0-A21D2FF212E9	TA	TF
498FA5D9-CA37-4D5F-BB51-567CB7F56B07	NX	NY
499302F4-4130-465F-B7E9-27A57279FF73	SU	TQ
4994BA7D-E8C0-4F4B-B87F-90EDAE2F9C68	TF	TL
4995A37C-D1B4-4428-BA83-7C879755B215	SJ	SK
49961250-04E8-444A-B3B3-D36CA309CCD4	NN	NS
49A1DDA8-86B7-4E50-B27D-7EC32BDB6E81	SU	SZ
49A3F42B-9FA2-4E30-B7CA-66E927CDAE87	SS	SX
49B43F60-FC94-4B6F-8E65-824A18A077F6	NU	NZ
49C00132-9EE7-4D5E-83FB-7227DA1D6193	SJ	SK
49C8FF76-DEF4-4F4C-8902-13FE86947948	SD	SJ
49CC5589-9C6B-41EC-826E-DEF90A1F399B	SK	SP
49CC7B2D-570C-472D-BD8A-FA6E748F0BC6	SJ	SK
49DC4361-C17F-4C87-A858-D094D8075303	NS	NX
49E12671-8E0B-49F8-A5B4-7FF542330AC5	TQ	TR
49E7F963-9780-499E-B29F-5F9B21BF72B0	SD	SE
49E9B4A9-8F73-4ED7-81C8-DB7651B45FDE	SU	SZ
49F49EB5-3DB4-4026-AD2F-1152359DEB0E	SU	SZ
49FCD1A5-2A7D-41AB-B4A9-4E15195DE633	NX	NY
4A02B56A-6DCD-4618-B5FB-C5210DBD49B5	NJ	NO
4A09162C-8F3F-4ED1-93A3-122EC79D1933	TL	TQ
4A0CE3DB-B4DB-4A1B-9D26-AD58C092ABC2	NZ	SE
4A0F525F-3F6F-4991-9703-E7B70E03A0C5	SE	TA
4A25F6BD-34A4-4E8C-A4C3-578245278BE3	SN	SO
4A2BB654-3787-4B25-B6B2-8160C98ABD22	NU	NZ
4A2F3352-F309-4E69-ADBE-D4DD57E2576C	SU	TQ
4A31247E-05B9-4089-9196-137E026E5A02	NR	NS
4A4F13E5-6AF1-43DE-B43B-751D85AF4F2A	NN	NO
4A7B5330-2D22-4C0C-9ED7-9FE43F381A66	TF	TL
4A890D34-46F2-48EF-A1B8-2905F4A64095	TF	TG
4A93C088-0897-4947-81C6-126A477DC402	NO	NT
